KELAS,HARI,MATA_KULIAH,WAKTU,RUANG,DOSEN,Kode_Kelas
3TB04,Senin,Teknik Visualisasi Digital J**,4/5/6,Lab CA,WESTI ANNITA SARI,3TB04
3TB04,Senin,Konservasi Arsitektur,7/8,G139,RAKHMANITA,3TB04
3TB04,Rabu,Teknik Visualisasi Digital K**,1/2/3,Lab CA,BIMA HARYADI,3TB04
3TB04,Rabu,Metodologi Penelitian Arsitek,4/5,G1410,X FURUHITHO,3TB04
3TB04,Rabu,Struktur dan Konstruksi 4,7/8/9/10,G148,LILIK SETIAWAN HERY PURNAMA,3TB04
3TB04,Kamis,Studio Perancangan Ars. 4A *,6/7/8/9 T,F5Lab2,AGUS DHARMA TOHJIWA,3TB04
3TB04,Kamis,Studio Perancangan Ars. 4B *,6/7/8/9 T,F5Lab2,PURWANTO JOKO SLAMETO,3TB04
3TB04,Jum'at,Pembiayaan Proyek,1/2,G222,REHULINA APRIYANTI,3TB04
3TB04,Jum'at,Manajemen Konstruksi,3/4,G222,AZAS PRADANA SAPUTRA,3TB04
3TB04,Jum'at,Teknik Visualisasi Digital L**,7/8/9,Lab CA,TAMIYA MIFTAU SAADA KASMAN,3TB04
3TB05,Senin,Konservasi Arsitektur,1/2,K282,RINA WIDAYANTI,3TB05
3TB05,Senin,Perkembangan Arsitektur 3 *,4/5,K272,WAHYU PRAKOSA,3TB05
3TB05,Selasa,Pembiayaan Proyek,5/6,K288,AGUNG WAHYUDI,3TB05
3TB05,Selasa,Metodologi Penelitian Arsitek,7/8,K265,X FURUHITHO,3TB05
3TB05,Rabu,Teknik Visualisasi Digital A**,2/3/4,K244,DIANA SUSILOWATI,3TB05
3TB05,Rabu,Teknik Visualisasi Digital B**,2/3/4,K244,DIANA SUSILOWATI,3TB05
3TB05,Jum'at,Struktur dan Konstruksi 4,1/2/3/4,K287,REMIGIUS HARI SUSANTO,3TB05
3TB05,Jum'at,Manajemen Konstruksi,6/7,K131,AGUS NUGROHO,3TB05
3TB05,Sabtu,Studio Perancangan Ars. 4A *,1/2/3/4,K144,DEWI ASTUTI,3TB05
3TB05,Sabtu,Studio Perancangan Ars. 4B *,1/2/3/4,K144,DEWI ASTUTI,3TB05
4TB01,Senin,Perancangan Kota *,1/2/3,E325,VERONIKA WIDI PRABAWASARI,4TB01
4TB01,Senin,Simulasi&Permodelan Komp Arsi,4/5,E325,DIMYATI,4TB01
4TB01,Senin,Kritik Arsitektur,7/8,E328,IRINA MILDAWANI,4TB01
4TB01,Selasa,Praktikum Robotika Cerdas,1/2,,TIM DOSEN,4TB01
4TB01,Rabu,Perumahan dan Pemukiman *,3/4/5,G422,LILIK SETIAWAN HERY PURNAMA,4TB01
4TB01,Rabu,Penelitian Arsitektur C,8/9/10 T,G116,AGUS DHARMA TOHJIWA,4TB01
4TB01,Rabu,Penelitian Arsitektur A,8/9/10 T,G116,RAZIQ HASAN,4TB01
4TB01,Rabu,Penelitian Arsitektur B,8/9/10 T,G116,YONAV PARTANA,4TB01
4TB01,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4TB01
4TB01,Jum'at,Studio Perancangan Ars. 6B,1/2/3/4T,GLab 2,PANCAWATI DEWI,4TB01
4TB01,Jum'at,Studio Perancangan Ars. 6A,1/2/3/4T,GLab 2,X FURUHITHO,4TB01
4TB02,Senin,Penelitian Arsitektur D,1/2/3 T,G248,AGUS SUPARMAN,4TB02
4TB02,Senin,Penelitian Arsitektur E,1/2/3 T,G248,YUDI NUGRAHA BAHAR,4TB02
4TB02,Senin,Kritik Arsitektur,4/5,G248,VINNY NAZALITA,4TB02
4TB02,Senin,Perumahan dan Pemukiman *,7/8/9,G133,LILIK SETIAWAN HERY PURNAMA,4TB02
4TB02,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4TB02
4TB02,Jum'at,Simulasi&Permodelan Komp Arsi,3/4,G228,REHULINA APRIYANTI,4TB02
4TB02,Jum'at,Studio Perancangan Ars. 6A,7/8/9/10T,GLab 1,RAZIQ HASAN,4TB02
4TB02,Jum'at,Studio Perancangan Ars. 6B,7/8/9/10T,G313,RBD RUSWANDI TAHRIR/AGUS SUPARMAN,4TB02
4TB02,Sabtu,Perancangan Kota *,1/2/3,G115,ITA ROIHANAH,4TB02
4TB02,Sabtu,Penelitian Arsitektur F,4/5/6,G115,RAUDINA QISTHI PRAMANTHA,4TB02
4TB02,Sabtu,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4TB02
4TB03,Senin,Simulasi&Permodelan Komp Arsi,1/2,G145,DIMYATI,4TB03
4TB03,Senin,Kritik Arsitektur,4/5,G455,AGUS SUPARMAN,4TB03
4TB03,Senin,Studio Perancangan Ars. 6A,7/8/9/10T,GLab 2,VERONIKA WIDI PRABAWASARI,4TB03
4TB03,Senin,Studio Perancangan Ars. 6B,7/8/9/10T,GLab 2,YONAV PARTANA,4TB03
4TB03,Selasa,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4TB03
4TB03,Rabu,Penelitian Arsitektur G,7/8/9,G226,VERONIKA WIDI PRABAWASARI,4TB03
4TB03,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4TB03
4TB03,Jum'at,Penelitian Arsitektur I,2/3/4,G343,LIA ROSMALA SCHIFFER,4TB03
4TB03,Jum'at,Penelitian Arsitektur H,7/8/9,G142,RINA WIDAYANTI,4TB03
4TB03,Sabtu,Perumahan dan Pemukiman *,1/2/3,G114,TAMIYA MIFTAU SAADA KASMAN,4TB03
4TB03,Sabtu,Perancangan Kota *,4/5/6,G114,IRINA MILDAWANI,4TB03
4TB04,Senin,Perancangan Kota *,1/2/3,G113,IRINA MILDAWANI,4TB04
4TB04,Senin,Studio Perancangan Ars. 6A,5/6/7/8T,GLab 1,AGUS DHARMA TOHJIWA,4TB04
4TB04,Senin,Studio Perancangan Ars. 6B,5/6/7/8T,GLab 1,RBD RUSWANDI TAHRIR/WAHYU PRAKOSA,4TB04
4TB04,Selasa,Penelitian Arsitektur J,1/2/3,G249,PANCAWATI DEWI,4TB04
4TB04,Selasa,Simulasi&Permodelan Komp Arsi,4/5,G249,RIZKY ASTRIA,4TB04
4TB04,Selasa,Praktikum Robotika Cerdas,8/9,,TIM DOSEN,4TB04
4TB04,Rabu,Perumahan dan Pemukiman *,4/5/6,G454,PURWANTO JOKO SLAMETO,4TB04
4TB04,Rabu,Penelitian Arsitektur K,7/8/9,G454,AGUNG WAHYUDI,4TB04
4TB04,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4TB04
4TB04,Jum'at,Kritik Arsitektur,3/4,G236,AGUS SUPARMAN,4TB04
4TB04,Jum'at,Penelitian Arsitektur L,7/8/9,G245,WAHYU PRAKOSA,4TB04
4TB05,Senin,Penelitian Arsitektur A,1/2/3,K272,WAHYU PRAKOSA,4TB05
4TB05,Senin,Perancangan Kota *,4/5/6,K282,RINA WIDAYANTI,4TB05
4TB05,Selasa,Simulasi&Permodelan Komp Arsi,2/3,K251,DIMYATI,4TB05
4TB05,Selasa,Penelitian Arsitektur B,4/5/6,K265,X FURUHITHO,4TB05
4TB05,Rabu,Studio Perancangan Ars. 6B,1/2/3/4,K144,RAKHMANITA,4TB05
4TB05,Rabu,Studio Perancangan Ars. 6A,1/2/3/4,K144,RAKHMANITA,4TB05
4TB05,Rabu,Kritik Arsitektur,5/6,K151,AGUS SUPARMAN,4TB05
4TB05,Kamis,Robotika Cerdas,,UGTV,TEAM TEACHING,4TB05
4TB05,Kamis,Praktikum Robotika Cerdas,6/7,,TIM DOSEN,4TB05
4TB05,Jum'at,Perumahan dan Pemukiman *,2/3/4,K131,AGUS NUGROHO,4TB05
1PA01,Senin,Matematika & Ilmu Alamiah Dasar,4/5,E139,RENA FUJI ERIN SETYAWATI,1PA01
1PA01,Senin,Peng.Apl.Komp.Psi.Informatika A,8/9,E311,YULIA EKA PRAPTININGSIH,1PA01
1PA01,Kamis,Peng.Apl.Komp.Psi.Informatika B,1/2,F8455,RIZKI ARIYANI,1PA01
1PA01,Kamis,Pendidikan Kewarganegaraan,5/6,F8452,D L CRISPINA PARDEDE,1PA01
1PA01,Kamis,Psikologi Umum 1,7/8/9,F8452,GILANG VIENNA SANTINI,1PA01
1PA01,Sabtu,Psikologi Sosial 1 *,1/2/3,E517,ADINDA CUT QONITA,1PA01
1PA01,Sabtu,Bahasa Inggris Psikologi,4/5,E517,ERNA PRANATA PUTRI,1PA01
1PA01,Sabtu,Pendidikan Agama Islam,7/8,E517,NOVIANTO,1PA01
1PA01,Sabtu,Filsafat Umum,9/10,E517,BUDI SISWANTO,1PA01
1PA02,Senin,Peng.Apl.Komp.Psi.Informatika B,3/4,G316,RIZKI ARIYANI,1PA02
1PA02,Senin,Peng.Apl.Komp.Psi.Informatika A,5/6,G316,SYARIFAH AZHARINA SYAFRUDIN,1PA02
1PA02,Kamis,Psikologi Sosial 1 *,1/2/3,G217,INDRIA PRASTITI,1PA02
1PA02,Kamis,Pendidikan Agama Islam,5/6,G217,ABBAS MUHAMMAD BASALAMAH,1PA02
1PA02,Jum'at,Bahasa Inggris Psikologi,3/4,G115,ERNI HASTUTI,1PA02
1PA02,Jum'at,Pendidikan Kewarganegaraan,7/8,G116,ARY NATALINA,1PA02
1PA02,Sabtu,Psikologi Umum 1,1/2/3,E211,ANISAH CHAIRANI,1PA02
1PA02,Sabtu,Matematika & Ilmu Alamiah Dasar,5/6,E212,BAKTI PRAMADHANI,1PA02
1PA02,Sabtu,Filsafat Umum,7/8,E212,BUDI SISWANTO,1PA02
1PA03,Senin,Pendidikan Agama Islam,3/4,E336,MUHAMAD DARWIN NASUTION,1PA03
1PA03,Senin,Matematika & Ilmu Alamiah Dasar,7/8,E225,FITRI YULIANTI,1PA03
1PA03,Senin,Peng.Apl.Komp.Psi.Informatika B,9/10,E225,FETTIANA GIANADEVI,1PA03
1PA03,Rabu,Filsafat Umum,4/5,G116,AGUSTINA NICKE KAKIAY,1PA03
1PA03,Rabu,Psikologi Sosial 1 *,8/9/10,G129,TRISTI NICHTANTI WALUYO,1PA03
1PA03,Sabtu,Peng.Apl.Komp.Psi.Informatika A,1/2,E237,LIRA ARUM KUSUMANINGTHYAS HUTA,1PA03
1PA03,Sabtu,Pendidikan Kewarganegaraan,3/4,E237,SUSANTO,1PA03
1PA03,Sabtu,Bahasa Inggris Psikologi,5/6,E237,IRSYA INDIWARA,1PA03
1PA03,Sabtu,Psikologi Umum 1,8/9/10,E237,WINNY PUSPASARI THAMRIN,1PA03
1PA04,Rabu,Pendidikan Agama Islam,4/5,E433,APIPUDIN,1PA04
1PA04,Rabu,Psikologi Umum 1,6/7/8,E433,WINNY PUSPASARI THAMRIN,1PA04
1PA04,Kamis,Pendidikan Kewarganegaraan,3/4,F8445,D L CRISPINA PARDEDE,1PA04
1PA04,Kamis,Filsafat Umum,5/6,F8445,SAMUEL GUNAWAN,1PA04
1PA04,Jum'at,Bahasa Inggris Psikologi,1/2,G421,ERNI HASTUTI,1PA04
1PA04,Jum'at,Matematika & Ilmu Alamiah Dasar,3/4,G421,DYNA PRASETYA,1PA04
1PA04,Jum'at,Peng.Apl.Komp.Psi.Informatika B,7/8,G227,FETTIANA GIANADEVI,1PA04
1PA04,Sabtu,Psikologi Sosial 1 *,1/2/3,E348,INDRIAS NATANAEL,1PA04
1PA04,Sabtu,Peng.Apl.Komp.Psi.Informatika A,5/6,E236,LIRA ARUM KUSUMANINGTHYAS HUTA,1PA04
1PA05,Selasa,Peng.Apl.Komp.Psi.Informatika A,4/5,E435,LIRA ARUM KUSUMANINGTHYAS HUTA,1PA05
1PA05,Selasa,Bahasa Inggris Psikologi,6/7,E435,HANA FAUZIAH,1PA05
1PA05,Kamis,Pendidikan Agama Islam,1/2,F8452,ABIYYU ZHARIF NUGROHO,1PA05
1PA05,Kamis,Filsafat Umum,3/4,F8452,SAMUEL GUNAWAN,1PA05
1PA05,Jum'at,Psikologi Sosial 1 *,2/3/4,G215,LIE TJOEN TJIE,1PA05
1PA05,Jum'at,Matematika & Ilmu Alamiah Dasar,7/8,G247,DYNA PRASETYA,1PA05
1PA05,Sabtu,Psikologi Umum 1,4/5/6,E128,WINNY PUSPASARI THAMRIN,1PA05
1PA05,Sabtu,Peng.Apl.Komp.Psi.Informatika B,7/8,E128,DODY PERNADI,1PA05
1PA05,Sabtu,Pendidikan Kewarganegaraan,9/10,E128,RIDWAN HARLAN,1PA05
1PA06,Senin,Peng.Apl.Komp.Psi.Informatika A,1/2,E244,DESY WULANDARI ASFARY PUTRI,1PA06
1PA06,Senin,Peng.Apl.Komp.Psi.Informatika B,3/4,E244,DESY WULANDARI ASFARY PUTRI,1PA06
1PA06,Senin,Bahasa Inggris Psikologi,6/7,E424,VIDIA PUSPITA,1PA06
1PA06,Senin,Matematika & Ilmu Alamiah Dasar,9/10,E214,FITRI YULIANTI,1PA06
1PA06,Rabu,Filsafat Umum,1/2,G112,AGUSTINA NICKE KAKIAY,1PA06
1PA06,Rabu,Pendidikan Kewarganegaraan,3/4,G124,GATOT SUBIYAKTO,1PA06
1PA06,Sabtu,Psikologi Umum 1,1/2/3,E425,ADI SULAIMAN,1PA06
1PA06,Sabtu,Psikologi Sosial 1 *,4/5/6,E425,INDRIAS NATANAEL,1PA06
1PA06,Sabtu,Pendidikan Agama Islam,8/9,E242,FATCHULLAH ZARKASI,1PA06
1PA07,Senin,Bahasa Inggris Psikologi,1/2,E346,VIDIA PUSPITA,1PA07
1PA07,Senin,Peng.Apl.Komp.Psi.Informatika A,3/4,E346,DHIAN SWEETANIA,1PA07
1PA07,Senin,Psikologi Sosial 1 *,6/7/8,E214,LIE TJOEN TJIE,1PA07
1PA07,Kamis,Pendidikan Kewarganegaraan,1/2,F8482,D L CRISPINA PARDEDE,1PA07
1PA07,Kamis,Psikologi Umum 1,4/5/6,F8483,MATRISSYA HERMITA,1PA07
1PA07,Jum'at,Matematika & Ilmu Alamiah Dasar,1/2,G245,IFFATUL MARDHIYAH,1PA07
1PA07,Jum'at,Pendidikan Agama Islam,3/4,G245,RAHMAT,1PA07
1PA07,Jum'at,Peng.Apl.Komp.Psi.Informatika B,7/8,G147,DESY WULANDARI ASFARY PUTRI,1PA07
1PA07,Jum'at,Filsafat Umum,9/10,G147,JACOBUS BELIDA BLIKOLOLONG,1PA07
1PA08,Senin,Bahasa Inggris Psikologi,1/2,E426,RICKY PERDANA,1PA08
1PA08,Senin,Psikologi Sosial 1 *,4/5/6,E328,TRISTI NICHTANTI WALUYO,1PA08
1PA08,Jum'at,Matematika & Ilmu Alamiah Dasar,1/2,G226,DYNA PRASETYA,1PA08
1PA08,Jum'at,Peng.Apl.Komp.Psi.Informatika B,3/4,G226,FETTIANA GIANADEVI,1PA08
1PA08,Jum'at,Pendidikan Kewarganegaraan,7/8,G1410,MEI RAHARJA,1PA08
1PA08,Jum'at,Pendidikan Agama Islam,9/10,G1410,RAHMAT,1PA08
1PA08,Sabtu,Filsafat Umum,1/2,E234,BUDI SISWANTO,1PA08
1PA08,Sabtu,Psikologi Umum 1,4/5/6,E234,KLARA INNATA ARISHANTI,1PA08
1PA08,Sabtu,Peng.Apl.Komp.Psi.Informatika A,7/8,E234,LIRA ARUM KUSUMANINGTHYAS HUTA,1PA08
1PA09,Senin,Bahasa Inggris Psikologi,3/4,E426,HANA FAUZIAH,1PA09
1PA09,Senin,Psikologi Sosial 1 *,7/8/9,E237,TRISTI NICHTANTI WALUYO,1PA09
1PA09,Kamis,Matematika & Ilmu Alamiah Dasar,1/2,E232,RENA FUJI ERIN SETYAWATI,1PA09
1PA09,Kamis,Pendidikan Agama Islam,3/4,E232,MULYADI,1PA09
1PA09,Kamis,Psikologi Umum 1,5/6/7,E232,SRI NURHAYATI,1PA09
1PA09,Kamis,Peng.Apl.Komp.Psi.Informatika B,9/10,E226,AHMAD HIDAYAT,1PA09
1PA09,Sabtu,Filsafat Umum,3/4,E214,BENNY FERDY MALONDA,1PA09
1PA09,Sabtu,Peng.Apl.Komp.Psi.Informatika A,5/6,E333,ALI AKBAR,1PA09
1PA09,Sabtu,Pendidikan Kewarganegaraan,7/8,E333,EDWIN HARLAN,1PA09
1PA10,Senin,Psikologi Sosial 1 *,2/3/4,E216,LIE TJOEN TJIE,1PA10
1PA10,Senin,Psikologi Umum 1,5/6/7,E216,GALIH MEDIANA,1PA10
1PA10,Senin,Peng.Apl.Komp.Psi.Informatika B,9/10,E343,M RIDWAN DWI SEPTIAN,1PA10
1PA10,Rabu,Bahasa Inggris Psikologi,1/2,E527,ERNI HASTUTI,1PA10
1PA10,Rabu,Pendidikan Kewarganegaraan,3/4,E527,ATI HARMONI,1PA10
1PA10,Sabtu,Pendidikan Agama Islam,1/2,E214,MUHAMAD DARWIN NASUTION,1PA10
1PA10,Sabtu,Filsafat Umum,5/6,E218,BENNY FERDY MALONDA,1PA10
1PA10,Sabtu,Peng.Apl.Komp.Psi.Informatika A,7/8,E218,ALI AKBAR,1PA10
1PA10,Sabtu,Matematika & Ilmu Alamiah Dasar,9/10,E218,DENI HARYADI,1PA10
1PA11,Senin,Bahasa Inggris Psikologi,1/2,E221,MISI ELISA FATIMAH,1PA11
1PA11,Senin,Peng.Apl.Komp.Psi.Informatika B,3/4,E221,FETTIANA GIANADEVI,1PA11
1PA11,Senin,Peng.Apl.Komp.Psi.Informatika A,6/7,E422,YULIA EKA PRAPTININGSIH,1PA11
1PA11,Senin,Psikologi Umum 1,8/9/10,E422,GALIH MEDIANA,1PA11
1PA11,Kamis,Pendidikan Kewarganegaraan,3/4,G425,MUHAMAD FARID MAHMUD,1PA11
1PA11,Kamis,Matematika & Ilmu Alamiah Dasar,7/8,G425,RENA FUJI ERIN SETYAWATI,1PA11
1PA11,Jum'at,Pendidikan Agama Islam,1/2,G239,RAHMAT,1PA11
1PA11,Jum'at,Filsafat Umum,3/4,G239,JACOBUS BELIDA BLIKOLOLONG,1PA11
1PA11,Jum'at,Psikologi Sosial 1 *,7/8/9,G239,RR ALFIATUN SARASATI,1PA11
1PA12,Senin,Peng.Apl.Komp.Psi.Informatika B,1/2,E227,FETTIANA GIANADEVI,1PA12
1PA12,Senin,Bahasa Inggris Psikologi,3/4,E337,RICKY PERDANA,1PA12
1PA12,Senin,Matematika & Ilmu Alamiah Dasar,6/7,E443,COKORDA PRAPTI MAHANDARI,1PA12
1PA12,Selasa,Pendidikan Agama Islam,2/3,G453,MU'MINATUS FITRIATI FIRDAUS,1PA12
1PA12,Selasa,Psikologi Sosial 1 *,5/6/7,G444,NURUL HUDA,1PA12
1PA12,Rabu,Psikologi Umum 1,3/4/5,E231,WINNY PUSPASARI THAMRIN,1PA12
1PA12,Sabtu,Filsafat Umum,1/2,E321,AGUSTINA NICKE KAKIAY,1PA12
1PA12,Sabtu,Peng.Apl.Komp.Psi.Informatika A,3/4,E321,LIRA ARUM KUSUMANINGTHYAS HUTA,1PA12
1PA12,Sabtu,Pendidikan Kewarganegaraan,6/7,E313,SINGGIH HARDJANTO,1PA12
1PA13,Kamis,Psikologi Umum 1,1/2/3,E235,SRI NURHAYATI,1PA13
1PA13,Kamis,Pendidikan Kewarganegaraan,5/6,E224,SULISTINING TRIMULYANI,1PA13
1PA13,Kamis,Peng.Apl.Komp.Psi.Informatika B,7/8,E247,AHMAD HIDAYAT,1PA13
1PA13,Jum'at,Psikologi Sosial 1 *,2/3/4,G433,RR ALFIATUN SARASATI,1PA13
1PA13,Jum'at,Matematika & Ilmu Alamiah Dasar,7/8,G432,IFFATUL MARDHIYAH,1PA13
1PA13,Sabtu,Peng.Apl.Komp.Psi.Informatika A,1/2,E216,ALI AKBAR,1PA13
1PA13,Sabtu,Pendidikan Agama Islam,3/4,E216,MUHAMAD DARWIN NASUTION,1PA13
1PA13,Sabtu,Filsafat Umum,7/8,E222,AGUSTINA NICKE KAKIAY,1PA13
1PA13,Sabtu,Bahasa Inggris Psikologi,9/10,E222,IRSYA INDIWARA,1PA13
1PA14,Senin,Peng.Apl.Komp.Psi.Informatika B,1/2,G442,RIZKI ARIYANI,1PA14
1PA14,Senin,Peng.Apl.Komp.Psi.Informatika A,3/4,G442,SYARIFAH AZHARINA SYAFRUDIN,1PA14
1PA14,Kamis,Psikologi Sosial 1 *,5/6/7,G242,INDRIA PRASTITI,1PA14
1PA14,Jum'at,Pendidikan Agama Islam,7/8,G344,RAHMAT,1PA14
1PA14,Jum'at,Bahasa Inggris Psikologi,9/10,G128,AYYUHATSANAIL FITHRI,1PA14
1PA14,Sabtu,Filsafat Umum,1/2,E215,BENNY FERDY MALONDA,1PA14
1PA14,Sabtu,Matematika & Ilmu Alamiah Dasar,3/4,E215,DENI HARYADI,1PA14
1PA14,Sabtu,Pendidikan Kewarganegaraan,5/6,E215,EDWIN HARLAN,1PA14
1PA14,Sabtu,Psikologi Umum 1,8/9/10,E217,ANISAH CHAIRANI,1PA14
1PA15,Senin,Peng.Apl.Komp.Psi.Informatika B,5/6,E426,M RIDWAN DWI SEPTIAN,1PA15
1PA15,Senin,Peng.Apl.Komp.Psi.Informatika A,7/8,E426,ALI AKBAR,1PA15
1PA15,Jum'at,Filsafat Umum,1/2,G224,JACOBUS BELIDA BLIKOLOLONG,1PA15
1PA15,Jum'at,Bahasa Inggris Psikologi,3/4,G224,INDAH LESTARI,1PA15
1PA15,Jum'at,Psikologi Sosial 1 *,7/8/9,G216,LIE TJOEN TJIE,1PA15
1PA15,Sabtu,Pendidikan Kewarganegaraan,1/2,E344,SUSANTO,1PA15
1PA15,Sabtu,Matematika & Ilmu Alamiah Dasar,3/4,E344,BAKTI PRAMADHANI,1PA15
1PA15,Sabtu,Pendidikan Agama Islam,5/6,E344,NOVIANTO,1PA15
1PA15,Sabtu,Psikologi Umum 1,8/9/10,E344,FAUZAN AMMARI,1PA15
1PA16,Senin,Psikologi Sosial 1 *,1/2/3,E245,TRISTI NICHTANTI WALUYO,1PA16
1PA16,Senin,Matematika & Ilmu Alamiah Dasar,4/5,E245,COKORDA PRAPTI MAHANDARI,1PA16
1PA16,Senin,Peng.Apl.Komp.Psi.Informatika B,7/8,E228,FETTIANA GIANADEVI,1PA16
1PA16,Selasa,Filsafat Umum,5/6,E434,MU'MINATUS FITRIATI FIRDAUS,1PA16
1PA16,Selasa,Pendidikan Agama Islam,7/8,E434,ABDUL ROHMAN,1PA16
1PA16,Kamis,Psikologi Umum 1,8/9/10,F8446,MATRISSYA HERMITA,1PA16
1PA16,Sabtu,Peng.Apl.Komp.Psi.Informatika A,3/4,E338,ALI AKBAR,1PA16
1PA16,Sabtu,Pendidikan Kewarganegaraan,5/6,E338,SUSANTO,1PA16
1PA16,Sabtu,Bahasa Inggris Psikologi,7/8,E338,ERNA PRANATA PUTRI,1PA16
1PA17,Kamis,Pendidikan Agama Islam,3/4,G237,NOVIANTO,1PA17
1PA17,Kamis,Psikologi Sosial 1 *,6/7/8,G222,NILAM WIDYARINI,1PA17
1PA17,Kamis,Pendidikan Kewarganegaraan,9/10,G222,MUHAMAD FARID MAHMUD,1PA17
1PA17,Jum'at,Bahasa Inggris Psikologi,1/2,G452,INDAH LESTARI,1PA17
1PA17,Jum'at,Peng.Apl.Komp.Psi.Informatika A,3/4,G452,DESY WULANDARI ASFARY PUTRI,1PA17
1PA17,Sabtu,Matematika & Ilmu Alamiah Dasar,1/2,E338,BAKTI PRAMADHANI,1PA17
1PA17,Sabtu,Psikologi Umum 1,4/5/6,E311,ADI SULAIMAN,1PA17
1PA17,Sabtu,Filsafat Umum,7/8,E311,BENNY FERDY MALONDA,1PA17
1PA17,Sabtu,Peng.Apl.Komp.Psi.Informatika B,9/10,E311,DODY PERNADI,1PA17
1PA18,Kamis,Pendidikan Kewarganegaraan,1/2,E527,NUR PUTRI ERDIANTI,1PA18
1PA18,Kamis,Matematika & Ilmu Alamiah Dasar,5/6,E342,RENA FUJI ERIN SETYAWATI,1PA18
1PA18,Kamis,Pendidikan Agama Islam,7/8,E342,MULYADI,1PA18
1PA18,Jum'at,Peng.Apl.Komp.Psi.Informatika A,1/2,G124,DESY WULANDARI ASFARY PUTRI,1PA18
1PA18,Jum'at,Bahasa Inggris Psikologi,3/4,G124,AYYUHATSANAIL FITHRI,1PA18
1PA18,Jum'at,Filsafat Umum,7/8,G453,JACOBUS BELIDA BLIKOLOLONG,1PA18
1PA18,Jum'at,Peng.Apl.Komp.Psi.Informatika B,9/10,G453,DESY WULANDARI ASFARY PUTRI,1PA18
1PA18,Sabtu,Psikologi Umum 1,5/6/7,E514,ANISAH CHAIRANI,1PA18
1PA18,Sabtu,Psikologi Sosial 1 *,8/9/10,E514,WAHYU RAHARDJO,1PA18
1PA19,Senin,Peng.Apl.Komp.Psi.Informatika A,1/2,E435,DHIAN SWEETANIA,1PA19
1PA19,Senin,Pendidikan Kewarganegaraan,3/4,E435,UMI KULSUM,1PA19
1PA19,Senin,Peng.Apl.Komp.Psi.Informatika B,7/8,E215,M RIDWAN DWI SEPTIAN,1PA19
1PA19,Kamis,Psikologi Umum 1,1/2/3,E245,GILANG VIENNA SANTINI,1PA19
1PA19,Kamis,Psikologi Sosial 1 *,5/6/7,E337,NURLINTANG PUTRI AYUNING RIZAL,1PA19
1PA19,Kamis,Pendidikan Agama Islam,9/10,E524,MULYADI,1PA19
1PA19,Sabtu,Filsafat Umum,4/5,E313,AGUSTINA NICKE KAKIAY,1PA19
1PA19,Sabtu,Matematika & Ilmu Alamiah Dasar,7/8,E131,DENI HARYADI,1PA19
1PA19,Sabtu,Bahasa Inggris Psikologi,9/10,E131,ERNA PRANATA PUTRI,1PA19
1PA20,Senin,Peng.Apl.Komp.Psi.Informatika A,1/2,G434,SYARIFAH AZHARINA SYAFRUDIN,1PA20
1PA20,Senin,Pendidikan Agama Islam,3/4,G434,ISMAIL AKBAR BRAHMA,1PA20
1PA20,Senin,Peng.Apl.Komp.Psi.Informatika B,7/8,G342,RIZKI ARIYANI,1PA20
1PA20,Kamis,Psikologi Sosial 1 *,1/2/3,G115,NILAM WIDYARINI,1PA20
1PA20,Jum'at,Pendidikan Kewarganegaraan,1/2,G454,MEI RAHARJA,1PA20
1PA20,Jum'at,Matematika & Ilmu Alamiah Dasar,3/4,G454,IFFATUL MARDHIYAH,1PA20
1PA20,Sabtu,Psikologi Umum 1,1/2/3,E236,KLARA INNATA ARISHANTI,1PA20
1PA20,Sabtu,Filsafat Umum,5/6,E211,BUDI SISWANTO,1PA20
1PA20,Sabtu,Bahasa Inggris Psikologi,7/8,E211,AYYUHATSANAIL FITHRI,1PA20
1PA21,Senin,Peng.Apl.Komp.Psi.Informatika B,1/2,E213,OKTAVIANI,1PA21
1PA21,Senin,Filsafat Umum,3/4,E213,BENNY FERDY MALONDA,1PA21
1PA21,Senin,Peng.Apl.Komp.Psi.Informatika A,7/8,E136,DHIAN SWEETANIA,1PA21
1PA21,Senin,Bahasa Inggris Psikologi,9/10,E136,HANA FAUZIAH,1PA21
1PA21,Kamis,Pendidikan Kewarganegaraan,5/6,G226,MUHAMAD FARID MAHMUD,1PA21
1PA21,Kamis,Matematika & Ilmu Alamiah Dasar,7/8,G226,SIDIK LESTIYONO,1PA21
1PA21,Kamis,Pendidikan Agama Islam,9/10,G226,NUR MUNIR,1PA21
1PA21,Sabtu,Psikologi Sosial 1 *,1/2/3,E316,ASRINI MAHDIA,1PA21
1PA21,Sabtu,Psikologi Umum 1,5/6/7,E316,AJENG FISTE FIFTINA,1PA21
1PA22,Senin,Filsafat Umum,1/2,E312,BENNY FERDY MALONDA,1PA22
1PA22,Senin,Peng.Apl.Komp.Psi.Informatika B,3/4,E312,OKTAVIANI,1PA22
1PA22,Senin,Bahasa Inggris Psikologi,7/8,E137,HANA FAUZIAH,1PA22
